date_reg,type,maker,model,colour,fuel,state
2024-02-23,motorcar,Toyota,Yaris,silver,petrol,Selangor
2024-05-02,motorcar,Proton,X70,white,petrol,Pahang
2024-10-24,motorcar,Proton,Saga,black,diesel,Johor
2024-11-01,motorcar,Perodua,Axia,red,petrol,W.P. Putrajaya
2024-01-09,motorcar,Perodua,Myvi,grey,diesel,Pahang
2024-07-01,motorcar,Proton,X70,red,petrol,Sarawak
2024-04-07,motorcar,Toyota,Yaris,grey,petrol,Selangor
2024-06-20,motorcar,Proton,X50,silver,petrol,Perak
2024-05-09,motorcar,Nissan,Almera,white,petrol,Kelantan
2024-10-19,motorcar,Mazda,CX-5,silver,hybrid_petrol,Sabah
2024-11-12,motorcar,Honda,City,red,petrol,Negeri Sembilan
2024-04-23,motorcar,Tesla,Model Y,silver,electric,Selangor
2024-01-07,motorcar,Proton,X70,silver,petrol,Melaka
2024-08-18,motorcar,Proton,Saga,white,petrol,W.P. Kuala Lumpur
2024-10-12,motorcar,Perodua,Myvi,grey,hybrid_petrol,Negeri Sembilan
2024-05-24,motorcar,Proton,Saga,white,petrol,Terengganu
2024-09-20,motorcar,Perodua,Myvi,white,petrol,Pahang
2024-08-25,motorcar,Proton,Saga,white,petrol,Perak
2024-04-18,motorcar,Nissan,Almera,white,petrol,Selangor
2024-09-25,motorcar,Perodua,Myvi,grey,petrol,Perak
2024-06-11,motorcar,Perodua,Bezza,red,petrol,W.P. Kuala Lumpur
2024-12-12,motorcar,Nissan,Leaf,silver,electric,Pahang
2024-09-15,motorcar,Proton,Saga,red,petrol,Pulau Pinang
2024-06-19,motorcar,Perodua,Bezza,red,diesel,Sabah
2024-04-15,motorcar,Proton,X70,black,petrol,Pahang
2024-01-14,motorcar,Proton,X50,red,petrol,Terengganu
2024-04-02,motorcar,Toyota,Hilux,grey,petrol,Selangor
2024-11-21,motorcar,Nissan,Almera,silver,petrol,Johor
2024-11-01,motorcar,Proton,Saga,grey,petrol,Sabah
2024-11-14,motorcar,Perodua,Bezza,red,diesel,Selangor
2024-09-05,motorcar,Perodua,Bezza,silver,petrol,Kelantan
2024-07-20,motorcar,Proton,Saga,silver,hybrid_petrol,Kelantan
2024-05-25,motorcar,Honda,HR-V,silver,petrol,Sabah
2024-07-27,motorcar,Honda,HR-V,silver,diesel,Pahang
2024-04-15,motorcar,Perodua,Bezza,black,petrol,Terengganu
2024-10-16,motorcar,Volvo,XC40 Recharge,silver,electric,Negeri Sembilan
2024-09-14,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-02-06,motorcar,Hyundai,Ioniq 5,black,electric,Sarawak
2024-12-19,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-03-22,motorcar,Nissan,X-Trail,grey,diesel,W.P. Putrajaya
2024-09-11,motorcar,Perodua,Bezza,silver,petrol,Selangor
2024-08-09,motorcar,Perodua,Axia,silver,diesel,Selangor
2024-02-03,motorcar,Proton,Saga,white,petrol,Johor
2024-11-13,motorcar,Proton,Saga,silver,petrol,Sarawak
2024-07-10,motorcar,Proton,X70,white,diesel,Selangor
2024-03-14,motorcar,Proton,X50,grey,petrol,Melaka
2024-04-26,motorcar,Toyota,Yaris,white,petrol,Kelantan
2024-07-23,motorcar,Perodua,Myvi,silver,petrol,Sabah
2024-07-20,motorcar,Perodua,Myvi,silver,petrol,Melaka
2024-05-17,motorcar,Honda,HR-V,grey,hybrid_petrol,Selangor
2024-05-13,motorcar,Proton,X70,white,petrol,Pahang
2024-10-05,motorcar,Proton,Saga,grey,petrol,Johor
2024-10-18,motorcar,Proton,X70,black,petrol,Selangor
2024-07-16,motorcar,Perodua,Axia,silver,petrol,Selangor
2024-06-24,motorcar,Proton,X70,white,petrol,Pulau Pinang
2024-10-17,motorcar,Perodua,Myvi,silver,hybrid_petrol,Pulau Pinang
2024-10-08,motorcar,Perodua,Myvi,white,petrol,Kelantan
2024-02-13,motorcar,Proton,X70,black,petrol,Sarawak
2024-01-08,motorcar,Honda,HR-V,black,petrol,Sarawak
2024-02-07,motorcar,Nissan,X-Trail,grey,diesel,Perak
2024-05-14,motorcar,Perodua,Myvi,grey,petrol,Terengganu
2024-05-05,motorcar,Proton,Saga,white,petrol,Perak
2024-12-20,motorcar,Proton,X70,grey,hybrid_petrol,Selangor
2024-11-18,motorcar,Proton,Saga,black,diesel,Terengganu
2024-12-26,motorcar,Toyota,Hilux,white,petrol,Pulau Pinang
2024-12-05,motorcar,Perodua,Axia,silver,petrol,Sarawak
2024-05-17,motorcar,Perodua,Bezza,grey,petrol,Pulau Pinang
2024-12-02,motorcar,Perodua,Bezza,black,petrol,Perak
2024-02-25,motorcar,Honda,City,silver,diesel,Negeri Sembilan
2024-07-02,motorcar,Toyota,Hilux,white,petrol,Selangor
2024-02-17,motorcar,BYD,Dolphin,white,electric,Selangor
2024-10-10,motorcar,Toyota,Yaris,black,petrol,Selangor
2024-10-24,motorcar,Perodua,Axia,grey,petrol,Melaka
2024-08-13,motorcar,Proton,Saga,red,diesel,Perak
2024-02-13,motorcar,Toyota,Yaris,white,petrol,Selangor
2024-10-11,motorcar,Perodua,Axia,black,petrol,Selangor
2024-06-11,motorcar,Tesla,Model 3,red,electric,Pulau Pinang
2024-06-17,motorcar,Proton,Saga,white,petrol,Melaka
2024-09-18,motorcar,Mercedes-Benz,EQB,black,electric,Johor
2024-07-04,motorcar,Perodua,Myvi,white,petrol,Kedah
2024-04-03,motorcar,Perodua,Axia,red,petrol,Sarawak
2024-11-15,motorcar,Toyota,Yaris,white,petrol,Terengganu
2024-09-17,motorcar,Proton,X70,white,petrol,Sabah
2024-03-07,motorcar,Toyota,Yaris,white,petrol,Johor
2024-01-16,motorcar,Proton,X70,grey,petrol,Sarawak
2024-02-14,motorcar,Proton,Saga,grey,petrol,Johor
2024-12-21,motorcar,Proton,Saga,red,petrol,Sabah
2024-03-13,motorcar,Proton,X70,grey,petrol,Johor
2024-03-02,motorcar,Toyota,Vios,silver,petrol,Sarawak
2024-08-21,motorcar,Perodua,Myvi,silver,petrol,Kelantan
2024-11-10,motorcar,Perodua,Myvi,white,petrol,Kedah
2024-05-20,motorcar,Proton,X70,grey,petrol,W.P. Kuala Lumpur
2024-12-09,motorcar,Honda,City,grey,petrol,Sabah
2024-08-04,motorcar,Proton,Saga,white,diesel,Negeri Sembilan
2024-08-27,motorcar,Perodua,Myvi,white,petrol,Sarawak
2024-02-01,motorcar,Honda,Civic,silver,petrol,Kedah
2024-06-17,motorcar,Perodua,Axia,white,petrol,Pahang
2024-11-06,motorcar,Perodua,Myvi,silver,diesel,Sabah
2024-10-06,motorcar,Perodua,Myvi,silver,diesel,Selangor
2024-01-19,motorcar,Proton,X70,grey,diesel,Johor
2024-04-21,motorcar,Mazda,CX-5,grey,petrol,W.P. Kuala Lumpur
2024-09-01,motorcar,Toyota,Vios,black,petrol,Johor
2024-01-12,motorcar,Mazda,CX-5,silver,petrol,Pulau Pinang
2024-09-13,motorcar,Toyota,Vios,silver,petrol,Kelantan
2024-01-21,motorcar,Nissan,X-Trail,white,petrol,W.P. Kuala Lumpur
2024-07-01,motorcar,Perodua,Myvi,silver,petrol,Selangor
2024-04-05,motorcar,Toyota,Hilux,white,petrol,Sabah
2024-11-20,motorcar,Perodua,Bezza,black,petrol,Melaka
2024-10-18,motorcar,Proton,X70,black,petrol,Johor
2024-07-21,motorcar,Honda,Civic,silver,petrol,Pulau Pinang
2024-02-22,motorcar,Nissan,Almera,red,petrol,Sabah
2024-06-16,motorcar,Perodua,Axia,red,petrol,Selangor
2024-12-27,motorcar,Toyota,Yaris,black,petrol,Kedah
2024-08-03,motorcar,Honda,City,grey,petrol,Perak
2024-01-07,motorcar,Perodua,Axia,white,petrol,Johor
2024-05-18,motorcar,Toyota,Hilux,grey,petrol,Selangor
2024-08-16,motorcar,Proton,Saga,grey,petrol,Sarawak
2024-12-16,motorcar,Proton,Saga,red,petrol,Selangor
2024-04-05,motorcar,Proton,X70,grey,petrol,Sabah
2024-02-02,motorcar,Toyota,Hilux,silver,petrol,Johor
2024-01-13,motorcar,Mercedes-Benz,EQS,silver,electric,Sabah
2024-06-23,motorcar,Proton,X50,black,petrol,Johor
2024-09-09,motorcar,Honda,HR-V,silver,diesel,Sarawak
2024-09-08,motorcar,Proton,X50,silver,petrol,Perak
2024-07-21,motorcar,Proton,X50,white,petrol,Sabah
2024-02-16,motorcar,Toyota,Hilux,black,petrol,Selangor
2024-12-21,motorcar,Perodua,Myvi,black,petrol,W.P. Kuala Lumpur
2024-09-14,motorcar,Perodua,Myvi,red,petrol,Selangor
2024-07-08,motorcar,Perodua,Myvi,white,petrol,Perak
2024-02-25,motorcar,Proton,X70,red,petrol,W.P. Kuala Lumpur
2024-10-25,motorcar,Perodua,Axia,silver,petrol,Sabah
2024-12-20,motorcar,Proton,X50,silver,diesel,Melaka
2024-05-17,motorcar,Toyota,Hilux,grey,hybrid_petrol,Selangor
2024-10-26,motorcar,Proton,X70,grey,petrol,Perlis
2024-09-14,motorcar,Perodua,Myvi,silver,petrol,Kedah
2024-04-01,motorcar,Perodua,Axia,red,petrol,Sabah
2024-10-08,motorcar,Honda,HR-V,white,petrol,Selangor
2024-06-17,motorcar,Proton,X70,white,hybrid_petrol,Selangor
2024-05-12,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-04-22,motorcar,Proton,X50,red,diesel,Johor
2024-06-17,motorcar,Tesla,Model Y,white,electric,Pulau Pinang
2024-01-07,motorcar,Toyota,Yaris,silver,hybrid_petrol,Negeri Sembilan
2024-07-08,motorcar,Nissan,Almera,red,petrol,Kedah
2024-11-24,motorcar,Perodua,Myvi,red,petrol,Sarawak
2024-06-04,motorcar,Proton,Saga,black,petrol,Selangor
2024-04-15,motorcar,Toyota,Hilux,silver,petrol,Selangor
2024-02-24,motorcar,Honda,City,red,diesel,Kedah
2024-10-27,motorcar,Proton,Saga,white,petrol,Melaka
2024-11-27,motorcar,Perodua,Axia,white,petrol,W.P. Kuala Lumpur
2024-03-13,motorcar,Perodua,Myvi,white,diesel,W.P. Kuala Lumpur
2024-07-23,motorcar,Toyota,Hilux,grey,petrol,Selangor
2024-07-01,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-10-18,motorcar,Perodua,Axia,grey,petrol,Sabah
2024-10-05,motorcar,Nissan,Almera,silver,hybrid_petrol,W.P. Kuala Lumpur
2024-02-02,motorcar,Perodua,Myvi,silver,hybrid_petrol,Selangor
2024-06-24,motorcar,Perodua,Myvi,grey,hybrid_petrol,Selangor
2024-07-19,motorcar,Perodua,Axia,grey,petrol,Johor
2024-11-25,motorcar,Mazda,Mazda 3,red,petrol,Johor
2024-02-07,motorcar,Perodua,Axia,silver,diesel,Selangor
2024-04-08,motorcar,Proton,X50,white,petrol,Kedah
2024-08-21,motorcar,Perodua,Myvi,black,diesel,Sarawak
2024-05-05,motorcar,Toyota,Hilux,red,petrol,Selangor
2024-06-26,motorcar,Proton,X50,black,petrol,Selangor
2024-01-16,motorcar,Perodua,Myvi,white,petrol,Terengganu
2024-03-04,motorcar,Honda,City,red,petrol,Selangor
2024-11-26,motorcar,Perodua,Axia,white,petrol,Perak
2024-07-03,motorcar,Perodua,Myvi,red,petrol,Perak
2024-07-07,motorcar,Perodua,Axia,red,petrol,Negeri Sembilan
2024-12-24,motorcar,Toyota,Hilux,red,diesel,Sarawak
2024-08-14,motorcar,Proton,Saga,silver,petrol,Kedah
2024-07-09,motorcar,Honda,Civic,white,petrol,Sarawak
2024-07-23,motorcar,Honda,Civic,white,petrol,Selangor
2024-05-03,motorcar,Perodua,Axia,white,petrol,Sabah
2024-02-26,motorcar,Nissan,Almera,silver,petrol,Terengganu
2024-03-23,motorcar,Proton,X50,grey,diesel,Kelantan
2024-03-21,motorcar,Perodua,Myvi,white,petrol,Kelantan
2024-11-06,motorcar,Mazda,Mazda 3,red,petrol,Sabah
2024-05-11,motorcar,Proton,X70,grey,petrol,Perlis
2024-07-11,motorcar,Perodua,Axia,white,petrol,Kelantan
2024-10-23,motorcar,Honda,HR-V,grey,petrol,Selangor
2024-10-05,motorcar,Toyota,Hilux,black,petrol,Kelantan
2024-04-12,motorcar,Toyota,Hilux,grey,petrol,Sabah
2024-12-09,motorcar,Proton,X70,black,petrol,Johor
2024-03-15,motorcar,Mercedes-Benz,EQA,white,electric,Perak
2024-08-21,motorcar,Proton,Saga,silver,petrol,Selangor
2024-05-25,motorcar,Perodua,Bezza,silver,petrol,Pulau Pinang
2024-02-14,motorcar,Proton,X50,black,hybrid_petrol,Pulau Pinang
2024-01-20,motorcar,Perodua,Axia,red,diesel,Perak
2024-05-15,motorcar,BYD,Atto 3,black,electric,Johor
2024-08-19,motorcar,Proton,X50,black,petrol,Sabah
2024-09-24,motorcar,Nissan,X-Trail,silver,diesel,Sarawak
2024-05-21,motorcar,Honda,Civic,black,diesel,W.P. Labuan
2024-10-03,motorcar,Perodua,Bezza,black,petrol,Perak
2024-10-23,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-03-17,motorcar,Honda,City,silver,petrol,Kedah
2024-07-23,motorcar,Proton,X70,grey,petrol,Kelantan
2024-04-05,motorcar,Perodua,Myvi,black,petrol,Johor
2024-11-19,motorcar,Perodua,Myvi,grey,petrol,Pulau Pinang
2024-10-05,motorcar,Toyota,Vios,white,petrol,Kedah
2024-03-15,motorcar,Perodua,Bezza,red,petrol,Kelantan
2024-10-06,motorcar,Honda,HR-V,grey,petrol,Johor
2024-01-05,motorcar,Toyota,Yaris,black,petrol,Johor
2024-05-08,motorcar,Honda,HR-V,black,petrol,Sabah
2024-04-24,motorcar,Perodua,Bezza,white,petrol,Pahang
2024-10-05,motorcar,Perodua,Bezza,red,diesel,Kelantan
2024-12-18,motorcar,Perodua,Myvi,white,petrol,Melaka
2024-03-10,motorcar,Proton,Saga,black,petrol,Sabah
2024-04-14,motorcar,Proton,X70,grey,petrol,Selangor
2024-01-19,motorcar,Perodua,Bezza,silver,petrol,Pulau Pinang
2024-07-03,motorcar,Tesla,Model Y,grey,electric,Selangor
2024-06-15,motorcar,Perodua,Myvi,black,petrol,Kelantan
2024-03-24,motorcar,Proton,X50,grey,petrol,Kedah
2024-10-24,motorcar,Toyota,Yaris,grey,hybrid_petrol,Sabah
2024-09-06,motorcar,Toyota,Hilux,silver,petrol,Selangor
2024-06-04,motorcar,Proton,X70,white,petrol,Negeri Sembilan
2024-04-06,motorcar,Toyota,Yaris,red,petrol,Selangor
2024-04-27,motorcar,Perodua,Bezza,silver,petrol,Johor
2024-01-18,motorcar,Perodua,Bezza,black,petrol,Perak
2024-10-03,motorcar,Perodua,Bezza,red,diesel,Sabah
2024-09-22,motorcar,Perodua,Myvi,grey,diesel,Pulau Pinang
2024-10-03,motorcar,Perodua,Axia,red,diesel,Terengganu
2024-12-09,motorcar,Toyota,Yaris,black,petrol,Sabah
2024-03-24,motorcar,Perodua,Myvi,silver,hybrid_petrol,Kelantan
2024-07-03,motorcar,Proton,X70,grey,petrol,Johor
2024-03-02,motorcar,Perodua,Myvi,red,petrol,Selangor
2024-09-25,motorcar,Toyota,Yaris,black,diesel,Selangor
2024-05-19,motorcar,Proton,Saga,white,petrol,Johor
2024-12-26,motorcar,Proton,Saga,grey,petrol,Pulau Pinang
2024-02-08,motorcar,Toyota,Vios,black,hybrid_petrol,Negeri Sembilan
2024-04-20,motorcar,Mazda,Mazda 3,red,petrol,Johor
2024-10-15,motorcar,Proton,X70,red,petrol,Perak
2024-04-01,motorcar,BMW,i4,grey,electric,Sarawak
2024-02-11,motorcar,Mazda,Mazda 3,white,diesel,Negeri Sembilan
2024-08-16,motorcar,Perodua,Bezza,black,petrol,Sarawak
2024-09-26,motorcar,Mazda,Mazda 3,white,petrol,Selangor
2024-09-18,motorcar,Perodua,Bezza,black,petrol,Perak
2024-03-14,motorcar,Proton,X50,white,petrol,Johor
2024-10-15,motorcar,Honda,HR-V,red,petrol,Sabah
2024-06-03,motorcar,Proton,Saga,white,petrol,Selangor
2024-10-13,motorcar,Perodua,Myvi,black,petrol,Johor
2024-03-07,motorcar,Perodua,Bezza,grey,petrol,Melaka
2024-10-18,motorcar,Proton,Saga,grey,petrol,Sabah
2024-09-22,motorcar,Toyota,Hilux,silver,petrol,Selangor
2024-10-16,motorcar,Toyota,Hilux,black,petrol,Johor
2024-05-15,motorcar,Honda,City,black,petrol,Sarawak
2024-08-13,motorcar,Honda,HR-V,grey,petrol,Kedah
2024-03-22,motorcar,Toyota,Yaris,black,petrol,Selangor
2024-05-18,motorcar,Proton,X50,black,diesel,Negeri Sembilan
2024-08-25,motorcar,Proton,X70,silver,petrol,Pulau Pinang
2024-06-13,motorcar,BYD,Dolphin,red,electric,Selangor
2024-12-27,motorcar,Perodua,Myvi,white,petrol,Terengganu
2024-12-23,motorcar,Nissan,Almera,white,petrol,Sabah
2024-02-03,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-04-02,motorcar,Honda,HR-V,red,petrol,Johor
2024-03-21,motorcar,Proton,Saga,grey,petrol,Selangor
2024-07-12,motorcar,Proton,X70,red,petrol,W.P. Kuala Lumpur
2024-12-11,motorcar,Perodua,Axia,black,petrol,Johor
2024-05-20,motorcar,Nissan,X-Trail,grey,petrol,Sarawak
2024-06-16,motorcar,Toyota,Yaris,black,petrol,Sabah
2024-01-07,motorcar,Mercedes-Benz,EQB,silver,electric,Kedah
2024-05-18,motorcar,Nissan,X-Trail,silver,petrol,Negeri Sembilan
2024-02-09,motorcar,Proton,Saga,white,petrol,Perak
2024-05-24,motorcar,Perodua,Bezza,white,petrol,Sabah
2024-10-15,motorcar,Honda,HR-V,black,petrol,Johor
2024-07-08,motorcar,Mazda,CX-5,silver,petrol,Terengganu
2024-05-17,motorcar,Proton,X50,black,diesel,Johor
2024-06-07,motorcar,Proton,X70,silver,petrol,Selangor
2024-06-11,motorcar,Proton,Saga,silver,petrol,Kelantan
2024-04-11,motorcar,Perodua,Myvi,white,petrol,Kedah
2024-12-09,motorcar,Perodua,Myvi,silver,petrol,W.P. Kuala Lumpur
2024-12-05,motorcar,Nissan,X-Trail,red,petrol,Pahang
2024-01-19,motorcar,Proton,X70,red,petrol,Perak
2024-06-26,motorcar,Proton,Saga,black,petrol,Johor
2024-01-17,motorcar,Toyota,Vios,grey,petrol,Sarawak
2024-06-23,motorcar,Toyota,Hilux,white,petrol,Kelantan
2024-05-18,motorcar,Perodua,Myvi,silver,petrol,Pulau Pinang
2024-09-20,motorcar,Nissan,Almera,grey,petrol,Kedah
2024-06-24,motorcar,Mazda,Mazda 3,grey,petrol,Johor
2024-05-10,motorcar,Proton,X70,red,petrol,Negeri Sembilan
2024-03-06,motorcar,Toyota,Hilux,black,petrol,Pahang
2024-10-16,motorcar,Honda,HR-V,white,petrol,Johor
2024-05-23,motorcar,Perodua,Bezza,black,diesel,Pulau Pinang
2024-01-10,motorcar,Mazda,Mazda 3,silver,petrol,Johor
2024-05-17,motorcar,Toyota,Hilux,black,petrol,W.P. Kuala Lumpur
2024-07-24,motorcar,Perodua,Myvi,red,petrol,Selangor
2024-03-21,motorcar,Perodua,Myvi,grey,petrol,Perak
2024-10-24,motorcar,Perodua,Bezza,white,petrol,W.P. Kuala Lumpur
2024-11-13,motorcar,Proton,X50,black,petrol,Sabah
2024-05-03,motorcar,Honda,City,black,petrol,Sabah
2024-05-22,motorcar,Perodua,Axia,silver,petrol,Pahang
2024-08-06,motorcar,Honda,HR-V,grey,petrol,Kedah
2024-01-01,motorcar,Honda,Civic,silver,petrol,Terengganu
2024-04-19,motorcar,Nissan,Almera,black,petrol,Terengganu
2024-09-05,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-01-03,motorcar,Perodua,Myvi,red,diesel,Sarawak
2024-12-19,motorcar,Proton,X70,black,petrol,Johor
2024-02-26,motorcar,Perodua,Axia,red,petrol,Johor
2024-12-05,motorcar,Toyota,Vios,grey,petrol,Sabah
2024-06-26,motorcar,Proton,Saga,white,petrol,Sabah
2024-08-07,motorcar,Proton,X70,red,petrol,W.P. Kuala Lumpur
2024-12-03,motorcar,Proton,Saga,black,petrol,Pahang
2024-03-05,motorcar,Perodua,Myvi,silver,petrol,W.P. Kuala Lumpur
2024-08-14,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-01-25,motorcar,Proton,X70,silver,diesel,Sabah
2024-05-22,motorcar,Perodua,Axia,silver,petrol,Johor
2024-03-25,motorcar,Toyota,Yaris,red,petrol,Kelantan
2024-08-22,motorcar,Toyota,Yaris,white,petrol,Pahang
2024-05-03,motorcar,Mazda,CX-5,red,petrol,W.P. Putrajaya
2024-12-18,motorcar,Toyota,Yaris,silver,petrol,Pahang
2024-03-02,motorcar,Perodua,Axia,red,petrol,Selangor
2024-09-01,motorcar,Perodua,Axia,black,petrol,Sabah
2024-03-02,motorcar,Perodua,Myvi,silver,petrol,Perak
2024-06-15,motorcar,Perodua,Bezza,red,petrol,Kelantan
2024-12-27,motorcar,Perodua,Bezza,grey,diesel,Kelantan
2024-03-14,motorcar,Perodua,Bezza,silver,petrol,Kelantan
2024-04-04,motorcar,Toyota,Hilux,red,petrol,Perak
2024-12-11,motorcar,Honda,Civic,white,petrol,Kelantan
2024-06-04,motorcar,Toyota,Yaris,red,petrol,Selangor
2024-11-08,motorcar,Proton,X50,red,petrol,W.P. Kuala Lumpur
2024-07-04,motorcar,Proton,Saga,red,petrol,Selangor
2024-10-03,motorcar,Perodua,Myvi,white,petrol,Kelantan
2024-02-19,motorcar,Mazda,CX-5,black,petrol,Melaka
2024-01-27,motorcar,Toyota,Yaris,grey,petrol,Kedah
2024-09-27,motorcar,Proton,Saga,silver,petrol,Terengganu
2024-10-07,motorcar,Perodua,Bezza,silver,petrol,Selangor
2024-12-07,motorcar,Proton,X50,grey,diesel,Sarawak
2024-09-19,motorcar,Proton,X70,white,petrol,Selangor
2024-09-21,motorcar,Toyota,Hilux,grey,petrol,Terengganu
2024-11-08,motorcar,Perodua,Bezza,grey,diesel,Perak
2024-04-24,motorcar,Perodua,Axia,grey,petrol,Johor
2024-12-09,motorcar,Proton,X50,white,petrol,Selangor
2024-06-17,motorcar,Proton,Saga,grey,petrol,Johor
2024-06-11,motorcar,Nissan,Almera,red,petrol,Perak
2024-01-17,motorcar,Nissan,Almera,grey,diesel,Kedah
2024-11-24,motorcar,Honda,Civic,grey,diesel,Pulau Pinang
2024-07-14,motorcar,Perodua,Bezza,black,petrol,Perak
2024-03-26,motorcar,Toyota,Yaris,black,petrol,Selangor
2024-05-21,motorcar,Proton,X50,white,petrol,Melaka
2024-03-17,motorcar,Perodua,Axia,white,petrol,Perak
2024-07-22,motorcar,Toyota,Vios,silver,petrol,Sarawak
2024-07-26,motorcar,Perodua,Myvi,red,diesel,Selangor
2024-09-07,motorcar,Perodua,Bezza,grey,petrol,Selangor
2024-06-21,motorcar,Proton,X50,silver,petrol,Johor
2024-10-17,motorcar,Honda,HR-V,black,petrol,Sarawak
2024-05-19,motorcar,Honda,City,red,petrol,W.P. Kuala Lumpur
2024-06-15,motorcar,Toyota,Vios,white,diesel,Perak
2024-05-19,motorcar,Perodua,Axia,grey,petrol,Negeri Sembilan
2024-02-03,motorcar,Tesla,Model Y,white,electric,Perak
2024-01-20,motorcar,Proton,Saga,black,petrol,Melaka
2024-09-19,motorcar,Perodua,Axia,black,petrol,W.P. Kuala Lumpur
2024-09-13,motorcar,Proton,X70,black,petrol,Selangor
2024-08-01,motorcar,Toyota,Hilux,grey,petrol,Sarawak
2024-05-01,motorcar,Honda,Civic,red,hybrid_petrol,Sarawak
2024-06-20,motorcar,Perodua,Axia,red,hybrid_petrol,Perak
2024-11-19,motorcar,Perodua,Bezza,black,diesel,Negeri Sembilan
2024-04-09,motorcar,Proton,Saga,grey,petrol,Sabah
2024-06-26,motorcar,Perodua,Axia,red,diesel,W.P. Kuala Lumpur
2024-06-27,motorcar,Nissan,Almera,red,petrol,Kedah
2024-08-25,motorcar,Proton,X50,white,petrol,Johor
2024-06-07,motorcar,Honda,City,white,petrol,Selangor
2024-11-02,motorcar,Toyota,Hilux,grey,petrol,Kelantan
2024-06-26,motorcar,Perodua,Bezza,grey,petrol,Sabah
2024-05-01,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-07-10,motorcar,Perodua,Bezza,black,petrol,Kelantan
2024-05-14,motorcar,Proton,X70,black,petrol,Pahang
2024-06-22,motorcar,Proton,Saga,silver,petrol,Selangor
2024-05-07,motorcar,Honda,Civic,silver,petrol,Johor
2024-05-08,motorcar,Perodua,Bezza,silver,petrol,Sarawak
2024-01-09,motorcar,Perodua,Bezza,silver,petrol,Pulau Pinang
2024-12-07,motorcar,Perodua,Myvi,black,petrol,Sabah
2024-06-23,motorcar,Toyota,Hilux,black,petrol,Sarawak
2024-06-03,motorcar,Perodua,Bezza,black,diesel,Kedah
2024-11-19,motorcar,Honda,Civic,white,diesel,Sarawak
2024-08-07,motorcar,Toyota,Yaris,red,petrol,Selangor
2024-01-20,motorcar,Proton,X70,grey,petrol,Negeri Sembilan
2024-01-09,motorcar,Honda,City,silver,petrol,Johor
2024-12-13,motorcar,Toyota,Vios,grey,diesel,Johor
2024-12-14,motorcar,Honda,City,red,petrol,Sabah
2024-10-11,motorcar,Honda,City,silver,petrol,Selangor
2024-09-14,motorcar,Mazda,CX-5,grey,petrol,Sabah
2024-03-26,motorcar,Perodua,Axia,silver,petrol,Sabah
2024-11-09,motorcar,Nissan,X-Trail,white,petrol,Selangor
2024-07-08,motorcar,Honda,Civic,silver,petrol,Sabah
2024-10-02,motorcar,Perodua,Myvi,silver,petrol,Sarawak
2024-08-01,motorcar,Nissan,X-Trail,white,diesel,Perak
2024-07-12,motorcar,Toyota,Hilux,silver,petrol,Sabah
2024-11-10,motorcar,Perodua,Myvi,black,petrol,Johor
2024-12-05,motorcar,Toyota,Yaris,white,petrol,Selangor
2024-01-05,motorcar,Perodua,Myvi,white,petrol,Selangor
2024-09-06,motorcar,Honda,HR-V,red,petrol,Perak
2024-05-16,motorcar,Perodua,Bezza,black,petrol,Negeri Sembilan
2024-06-14,motorcar,Perodua,Myvi,silver,petrol,Pahang
2024-05-10,motorcar,Toyota,Yaris,black,petrol,Perak
2024-01-19,motorcar,Honda,City,white,hybrid_petrol,Sarawak
2024-01-12,motorcar,Perodua,Axia,red,petrol,Johor
2024-04-04,motorcar,Honda,City,white,petrol,Selangor
2024-04-21,motorcar,Proton,Saga,black,petrol,Pulau Pinang
2024-11-11,motorcar,Perodua,Axia,red,petrol,Kedah
2024-09-27,motorcar,Perodua,Bezza,white,petrol,Sabah
2024-03-26,motorcar,Proton,Saga,grey,petrol,Sabah
2024-06-02,motorcar,Nissan,Almera,grey,diesel,Selangor
2024-05-06,motorcar,Proton,X70,silver,petrol,Sabah
2024-01-10,motorcar,Perodua,Myvi,silver,petrol,Sabah
2024-12-27,motorcar,Honda,City,silver,petrol,Negeri Sembilan
2024-06-01,motorcar,Honda,HR-V,white,diesel,Selangor
2024-09-15,motorcar,Proton,X70,silver,petrol,Perak
2024-10-12,motorcar,Mazda,Mazda 3,grey,petrol,Negeri Sembilan
2024-01-21,motorcar,Toyota,Vios,black,petrol,Sabah
2024-09-05,motorcar,Nissan,Almera,grey,petrol,Johor
2024-01-01,motorcar,Perodua,Axia,red,petrol,Johor
2024-08-11,motorcar,Nissan,X-Trail,grey,diesel,Sarawak
2024-11-12,motorcar,Nissan,Almera,white,petrol,Pulau Pinang
